,deltaTEM1X,3pMFE,median3,median5,WT_rpkm,WT_TE,5pMFE,pALe,tAI,ORFLen
YCR106W,0.12113497444499799,-88.97,344,22,2.3288583771989866,-0.9073909217312451,-2.08,35.6,0.318230512,2499
YCR107W,,-65.21,258,578,1.798295198956539,-1.9164322364105566,-160.28,NaN,NaN,1092
YCR108C,,NaN,NaN,NaN,,,NaN,NaN,NaN,192
YDL001W,-0.14688496276634802,-13.6,116,68,2.3475958958067036,-0.041963358582159216,-2.8,34.8,0.351492046,1293
YDL002C,0.10402357652858202,-68.32,285,74,2.1842743987412385,0.1963716429547754,-12.52,34.5,0.320876069,612
YDL003W,0.5255683273561491,-22.35,124,112,2.613049042542183,0.16494100122400557,-13.74,34.5,0.352571039,1701
YDL004W,-0.243229893458707,-44.41,241,43,2.442200607942515,0.4657001906403618,-4.61,24.3,0.426413865,483
YDL005C,0.09000129430249279,-45.09,217,51,2.5035006533814204,0.08088941883698753,-10.3,32.5,0.378526497,1296
YDL006W,-0.024727791506125002,-26.51,116,321,2.3654649461171235,-0.12401585766318281,-66.55,,0.330042331,846
YDL007C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,258
YDL007W,0.21282964078595912,-12.4,84,38,3.131303716994382,0.27071886572397796,-3.22,30.6,0.383922801,1314
YDL008W,-0.26891392951794585,-13.13,114,21,1.9387659459559672,0.07027512612495851,0.0,29.1,0.349144962,498
YDL009C,,NaN,NaN,NaN,,,NaN,NaN,NaN,324
YDL010W,0.346509399985081,-73.18,279,39,2.3231601810428115,0.013223106434681584,-3.88,36.5,0.329135568,696
YDL011C,,NaN,NaN,NaN,,,NaN,NaN,NaN,324
YDL012C,-0.176427805764023,-24.68,171,17,2.0839054159395043,0.4135163772267588,0.0,31.8,0.322640525,324
YDL013W,0.1120029509072486,-14.77,114,141,2.5103510181823037,-0.297094360000373,-39.47,32.5,0.304688834,1860
YDL014W,-0.052512151035617016,-28.33,178,113,3.508434726459972,0.26828325362926814,-12.2,15.3,0.537249713,984
YDL015C,-0.0524150582373431,-51.87,234,38,2.8265282673923684,0.27098594031867307,-3.55,29,0.412349468,933
YDL016C,,NaN,NaN,NaN,,,NaN,NaN,NaN,303
YDL017W,0.2797957413550619,-18.28,123,78,2.249839034834102,-0.14405541472974556,-12.01,31.8,0.339963831,1524
YDL018C,,-44.1,186,60,,,-9.06,27.2,0.341541232,678
YDL019C,-0.345890591162426,-12.59,90,213,2.8537623168921527,0.055982614676148325,-34.92,21.1,0.370366182,3852
YDL020C,0.09837448871115301,-13.9,130,231,2.8370014519308415,0.12323466353381732,-52.31,37.4,0.347123861,1596
YDL021W,0.36447847792990995,-15.31,75,24,1.8046620502202573,0.2588441994499457,0.0,NaN,NaN,936
YDL022C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,249
YDL022W,0.752467002158692,-23.99,204,74,2.584616208452241,0.3569183653525033,-3.44,24.3,0.51026413,1176
YDL023C,,NaN,NaN,NaN,,,NaN,NaN,NaN,321
YDL024C,,-56.57,255,11,,,0.0,NaN,NaN,1407
YDL025C,0.03494345641623403,-13.73,131,196,2.5452533010794256,-0.21898712822427133,-35.76,34.4,0.363397914,1863
YDL025W-A,,-574.99,1892,120,,,-22.15,NaN,NaN,105
YDL026W,,NaN,NaN,NaN,,,NaN,NaN,NaN,312
YDL027C,-0.4019249877670886,-36.07,145,46,2.1437646397268484,-0.217267345028086,-5.57,32,0.316854424,1263
YDL028C,-0.20221771060611904,-21.88,154,133,2.5873952988796223,-0.20997364952803171,-21.01,40,0.304800308,2295
YDL029W,0.2284692803280105,-25.28,155,28,2.939811030705909,0.11325233712573829,0.0,31.3,0.405096421,1176
YDL030W,-0.034922621802612006,-16.52,91,66,2.3341314480239137,-0.10313510766725527,-14.29,37.3,0.339746692,1593
YDL031W,-0.119154463568071,-7.28,88,52,3.0989106263559756,0.04809371219305839,-1.79,,0.40582835,2988
YDL032W,,NaN,NaN,NaN,,,NaN,NaN,NaN,312
YDL033C,0.07167168398583991,-45.45,222,39,2.1995786305268443,-0.36299544788692484,-8.03,9.8,0.318292812,1254
YDL034W,,NaN,NaN,NaN,,,NaN,NaN,NaN,345
YDL035C,-0.15043724799008912,-20.77,135,284,2.7329187414727394,-0.44037617574963267,-59.04,24.9,0.324289657,2886
YDL036C,0.024731228440061995,-43.49,204,9,2.3282752690034396,0.07243629038133433,0.0,29.1,0.320840517,1389
YDL037C,,NaN,NaN,NaN,,,NaN,NaN,NaN,987
YDL039C,,NaN,NaN,NaN,,,NaN,NaN,NaN,2097
YDL040C,0.2022703041109735,-27.36,112,46,3.0806622325038906,0.06484934537182688,-3.06,27.6,0.402670303,2565
YDL041W,,-114.25,418,34,,,-8.28,NaN,NaN,354
YDL042C,0.349372659778935,-22.48,114,51,2.333179960311207,-0.1151176087404634,-6.26,33.1,0.35493681,1689
YDL043C,0.29096337164080865,-54.74,291,38,2.059502669057578,0.2293904189022001,0.0,42.9,0.343839204,801
YDL044C,0.030234827250598006,-6.42,76,25,2.250983516464656,-0.03374735106581787,0.0,37,0.376363831,1323
YDL045C,-0.0662449882662212,-22.33,127,128,2.1717414943578737,-0.04315459004636164,-23.72,54.2,0.349198736,921
YDL045W-A,-0.4540031838242154,-7.63,126,33,1.9036736862631818,0.3698733210801642,-0.26,31.7,0.324248132,288
YDL046W,-0.15035471958822869,-42.02,277,52,2.5864415336217395,0.2387896502515158,-1.47,32.9,0.429524459,522
YDL047W,-0.255441908690303,NaN,NaN,NaN,2.6739078694340006,-0.024162314676941545,NaN,32.8,0.344210113,936
YDL048C,-0.3723045263761401,-5.63,86,50,2.0557449572160875,-0.09739652414774717,-9.48,37.8,0.342031901,1473
YDL049C,0.43613479513907094,-42.53,259,87,1.4357517758835743,-0.137042868607242,-10.72,NaN,NaN,807
YDL050C,,NaN,NaN,NaN,,,NaN,NaN,NaN,372
YDL051W,-0.155488173412587,-19.18,112,29,2.8183489285856864,0.28221308632080133,-2.38,27.2,0.456855617,828
YDL052C,-0.1536710713323528,-8.77,85,33,2.727569416965031,-0.061680922085967226,-0.45,33.3,0.407445823,912
YDL053C,-0.17786222903095597,-23.37,179,176,2.365359043769293,0.36810131350946823,-13.08,,0.332042895,558
YDL054C,-0.21170516419606383,-4.67,79,78,2.5332958386101057,-0.1676349288486475,-4.34,32.7,0.291022885,1461
YDL055C,-0.13374494136624593,-26.78,153,149,3.6729452467916186,0.31813343328970334,-21.55,25.2,0.567138197,1086
YDL056W,0.04916710776365599,NaN,NaN,NaN,2.6272258962819435,-0.07610052110620605,NaN,32.4,0.34648855,2502
YDL057W,0.7505617562090261,-3.52,41,19,1.8608023842991293,-0.04851002487792882,0.0,46.9,0.315376871,987
YDL058W,0.29838366524390303,NaN,NaN,NaN,3.0209553466790857,-0.15308022028916926,NaN,,,5373
YDL059C,-0.031138959147651968,NaN,NaN,NaN,1.746886851046716,-0.088216910676663,NaN,NaN,NaN,717
YDL060W,0.20347257833425939,NaN,NaN,NaN,2.983418247665071,0.00811191462213653,NaN,31.5,0.404893236,2367
YDL061C,-0.29407064536956606,-31.3,185,42,2.87489115751749,0.6738865160793035,-4.68,,0.526782744,171
YDL062W,,NaN,NaN,NaN,,,NaN,NaN,NaN,426
YDL063C,-0.27378961216715697,-11.82,104,87,2.8466217229720585,-0.049138137326007934,-20.49,27.3,0.332209706,1863
YDL064W,-0.4948811534185119,-24.13,122,29,2.256757078258151,0.47637541724837956,-4.27,28.6,0.363986346,474
YDL065C,0.36442418177573177,-3.78,70,19,2.4971870240478853,0.01813694141980465,0.0,27.4,0.376092408,1029
YDL066W,-0.1456175741590546,-27.39,184,28,3.143690424456103,0.39747667585285174,-0.95,52.4,0.468346177,1287
YDL067C,-0.148109065761591,-37.83,250,46,1.9875042021043126,0.513566018799982,-2.93,28.7,0.484025093,180
YDL068W,,NaN,NaN,NaN,,,NaN,NaN,NaN,330
YDL069C,-0.5297172302330826,-12.18,114,133,1.808013093188002,0.05308676384668139,-33.26,35.4,0.288720917,690
YDL070W,-0.2684748682217944,-21.3,157,37,2.9631174961585867,-0.18131117568279903,-2.4,33.2,0.368479779,1917
YDL071C,,NaN,NaN,NaN,,,NaN,NaN,NaN,375
YDL072C,-0.348170037415118,-20.27,88,58,2.6690640825719347,0.03937518063236823,-2.73,35.8,0.39319588,612
YDL073W,-0.1781115769600261,-14.15,56,180,2.75994034656119,-0.6154779950027338,-36.38,31.7,0.337943421,2955
YDL074C,-0.12373838155801997,-12.53,114,72,2.921496306612072,-0.029508206182042983,-14.34,,0.351711854,2103
YDL075W,-0.382536000567523,-8.77,82,31,3.624223803532179,0.4415117376004396,0.0,25.4,0.621949784,342
YDL076C,-0.48679024457328,-39.94,194,123,2.2855612909854366,0.0363025556451077,-15.46,39.8,0.326797129,885
YDL077C,-0.1847386980426632,NaN,NaN,NaN,2.5783751086914117,-0.22336640190825,NaN,31.5,0.355909168,3150
YDL078C,0.029828794236209197,-19.74,111,56,2.75328164928177,0.27798822317047733,-3.01,28.2,0.375899574,1032
YDL079C,,-17.09,118,36,1.483010976620128,-0.6930876556800865,-2.74,NaN,NaN,1506
YDL080C,-0.2456850839467066,-32.61,167,185,2.5182048826661276,-0.601049018836409,-28.56,35.3,0.309968268,1830
YDL081C,-0.31006524962756604,-17.82,108,58,3.6712417519914724,0.29519066403296956,-4.08,24.4,0.624544599,321
YDL082W,-0.199235678274366,-10.11,128,34,3.4864242279666615,0.4612069284367337,-2.17,,0.601979962,600
YDL083C,-0.455141071481025,-15.96,143,30,3.577285662211205,0.4121614445991669,-0.05,,0.603595335,432
YDL084W,-0.249943746538747,-10.74,87,134,3.37696758752901,0.3316467391219224,-20.74,29,0.49120924,1341
YDL085C-A,-0.2398597972126185,-25.6,174,50,1.757154125765048,0.4556800352202103,-6.25,29.8,0.512816096,207
YDL085W,,-9.19,87,51,,,-2.69,NaN,NaN,1638
YDL086C-A,,-69.35,262,129,,,-33.49,NaN,NaN,435
YDL086W,-0.17103904966810599,-3.5,70,10,3.0135267683822295,0.10439857790950285,0.0,26.2,0.391199782,822
YDL087C,-0.0972980547544068,-31.0,160,23,2.0101095184006152,-0.07059477462007109,-1.65,39.8,0.323272985,786
YDL088C,-0.5916565026264997,-14.4,154,128,2.75976079216602,0.034703332342857045,-15.05,,0.350294369,1587
YDL089W,0.1982004886571018,-6.58,72,280,2.2411952101358352,-0.1222220659195177,-69.49,27.6,0.355065348,1455
YDL090C,-0.1629832118658801,-16.15,131,15,2.4063281986104244,-0.07416994428547738,-0.93,30.4,0.310676244,1296
YDL091C,-0.4288847398658713,-9.43,102,88,2.1453802478595767,-0.08623373135112056,-12.21,,0.3415571,1368
YDL092W,-0.18947708845695352,-37.11,150,23,2.3650817432704856,0.3683712025210656,0.0,33.3,0.379650502,441
YDL093W,-0.07027173349341301,-52.14,268,48,2.634211568264738,-0.40549514002914244,-13.11,35.7,0.350689349,2232
YDL094C,,-22.79,114,2112,,,-539.48,NaN,NaN,510
YDL095W,-0.188575098183692,-8.99,110,39,3.352917944524991,-0.1255658999643251,-3.11,27.1,0.401238956,2454
YDL096C,,NaN,NaN,NaN,,,NaN,NaN,NaN,327
YDL097C,-0.083907312193132,-11.3,91,45,3.0940077718193986,0.1878335727889957,-3.54,32.4,0.368663603,1305
YDL098C,0.0840087998597583,-13.48,138,27,1.7801634616686828,-0.10347264689267997,-3.84,29.3,0.3643171,585
YDL099W,-0.1495455922948596,-9.81,78,44,2.6445149433968838,0.19895731013372855,-1.97,37.6,0.414045927,1026
YDL100C,-0.049860979604992806,-12.2,81,36,3.18340443884186,0.3441408228427168,-1.18,27,0.465430393,1065
YDL101C,0.0918951346329097,-16.44,128,42,2.424033724628042,0.14384450082332814,-1.98,29.4,0.351642745,1542
YDL102W,0.4062329079956475,-20.18,123,86,2.689464586612216,0.06559820809698692,-8.82,32.8,0.37731879,3294
YDL103C,-0.104117375045673,-41.35,164,63,2.4551728940962914,0.300302619025457,-8.09,31.8,0.400291362,1434
YDL104C,-0.10466862104462099,-18.01,89,19,2.043612954723924,-0.1353161092497546,-0.09,33.5,0.320173346,1224
YDL105W,-0.043363117416375024,-69.78,384,44,2.07650648127441,0.03496023510888226,-1.73,49.4,0.339653727,1209
YDL106C,0.342994661815173,-50.36,244,58,2.36700052923995,0.1307506840700746,-9.38,32.7,0.356738108,1680
YDL107W,-0.4050133854332068,-20.18,152,33,1.9641912003739637,-0.007491314758653339,-0.2,30.5,0.330497861,1056
YDL108W,-0.05529850516760698,-9.11,53,23,2.2519511226904103,0.04276352592556374,-1.04,38.2,0.358633777,921
YDL109C,,NaN,NaN,NaN,2.181895488326504,-1.1740619013496842,NaN,,0.326456626,1944
YDL110C,0.0881414700985011,-14.48,189,57,2.191715249502231,0.3094686986713012,-3.7,,0.424563296,453
YDL111C,-0.0023778559083340034,-5.7,63,61,2.6170627909139745,-0.060894567519567504,-12.31,34.1,0.31823872,798
YDL112W,0.08445727731852598,NaN,NaN,NaN,3.006939631317375,-0.1286410854533914,NaN,31.6,0.358164688,4311
YDL113C,-0.0581178000945011,-14.39,110,63,2.3891487413088375,-0.18981422939548834,-12.33,32.1,0.367590281,1923
YDL114W,,NaN,NaN,NaN,,,NaN,NaN,NaN,927
YDL114W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,114
YDL115C,0.11772417793235701,-11.42,95,42,2.3439301715770635,-0.0535785120843979,-6.22,38.2,0.355582347,1062
YDL116W,0.16426978124621971,-7.39,71,62,2.7740154261843353,-0.11338390673776289,-6.05,,0.36416839,2181
YDL117W,-0.14543528464515887,-13.22,128,310,2.770871746200994,-0.23982378960503759,-40.55,31.8,0.355948348,2658
YDL118W,,NaN,NaN,NaN,,,NaN,NaN,NaN,381
YDL119C,0.28168212103134205,-21.97,150,58,1.9234263961293179,-0.023116316030478156,-4.76,59.2,0.308926172,924
YDL120W,-0.2081658358583506,-21.57,147,70,2.248002352337612,0.342313816207929,-8.47,33,0.316437232,525
YDL121C,0.06724774424280672,-23.66,175,19,2.2233995696495468,0.13984311088368684,0.0,27.1,0.37885076,450
YDL122W,-0.06862788196874389,-10.08,69,212,2.9845485340049,-0.05791741277413659,-49.03,,0.394633458,2430
YDL123W,0.519475630479985,-99.82,398,30,2.146840660600226,-0.14909240976459848,-2.11,39,0.283365136,423
YDL124W,0.39106166906881995,-13.86,72,53,2.170587008462898,-0.047404186100125256,-7.98,24.1,0.412163454,939
YDL125C,-0.4722456776331737,-23.33,117,174,2.6355210975523664,0.4823806289163968,-41.15,41.4,0.425488323,477
YDL126C,0.295929470722732,-2.8,71,50,3.7285277074477303,0.3374850628091992,-4.11,24.8,0.473265335,2508
YDL127W,0.048783460044292015,-32.8,167,45,2.1954759770055867,-0.057142755807219,-0.45,39.5,0.343335216,927
YDL128W,-0.16420045605997902,-27.23,173,61,2.70351642843284,0.05011507103177677,-7.24,38.7,0.36628257,1236
YDL129W,0.37466459389762397,-73.99,430,116,1.8533230843409405,-0.07885807125010237,-20.08,46.5,0.312600167,876
YDL130W,-0.367971165764224,-10.2,107,29,3.6173756411693234,0.1236180417233913,0.0,27.8,0.623241558,321
YDL130W-A,-0.3606850988003141,-25.42,165,30,1.423475568557585,0.5833697696802843,0.0,33.7,0.382281303,261
YDL131W,0.102248904709235,-15.46,102,50,3.025822931645867,0.43231573649608257,-6.13,,0.449630758,1323
YDL132W,0.12264060480797509,NaN,NaN,NaN,2.811670882679588,-0.00851669496619714,NaN,,0.3862737,2448
YDL133C-A,,-49.16,213,38,,,-3.49,,0.521864907,78
YDL133W,-0.4091588990711575,-13.74,99,144,2.498862253870863,-0.4852085727927283,-24.65,42.6,0.342959002,1314
YDL134C,-0.29944709921267,-11.74,82,479,2.690882886998629,-0.06391801219024736,-103.53,,0.34161749,1110
YDL135C,-0.00986009105239973,-57.01,253,45,2.537708049131765,0.4325170330341808,-6.12,25.4,0.392440396,609
YDL136W,-0.40263850555879205,-8.77,92,33,2.1138883586123702,0.37396263741916214,-1.21,,0.639829608,363
YDL137W,-0.253875026229468,-29.9,144,97,2.8803966477224403,0.15551601324887124,-10.55,,0.48687591,546
YDL138W,-0.3569743669522701,-12.19,144,176,2.473864577411416,-0.6543042733988647,-27.65,,0.325639112,2292
YDL139C,0.2559640211889339,-23.16,121,35,1.8373577676417718,0.019791431477342636,-0.38,,0.33465175,672
YDL140C,0.15706394030276122,NaN,NaN,NaN,3.484347318793378,-0.022832896264541443,NaN,,,5202
YDL141W,-0.04217861416749981,-57.59,263,231,2.702639118249708,0.015950771879656968,-44.0,,0.327689229,2073
YDL142C,0.2406549534606192,-23.74,117,63,2.150799448956625,-0.09599857311577321,-10.55,38.8,0.29120682,852
YDL143W,0.2304361498436626,-18.46,105,35,3.3526899600146853,0.054293379940999933,-2.94,25.8,0.41719881,1587
YDL144C,-0.6033900933900249,-15.58,99,38,2.5174374662993095,-0.05485646501196399,-9.73,,0.369142892,1071
YDL145C,0.24096992930319452,-19.42,168,255,3.353690327695771,0.06797110201310674,-50.74,23.4,0.424213773,3606
YDL146W,-0.6090770014356419,-14.82,118,183,2.147360632142672,-0.36034112850806355,-16.93,NaN,NaN,1476
YDL147W,0.0678761260687582,-33.14,146,43,3.1424505571301933,0.3073015826143959,-4.26,34.8,0.400227175,1338
YDL148C,0.46530050960203806,-56.34,281,30,2.8355976712378927,0.029147559701077227,0.0,31.3,0.422927839,2433
YDL149W,0.115586657397857,-10.52,94,45,2.1185538846051233,-0.2548063456774427,-7.04,29.3,0.341336553,2994
YDL150W,-0.07178298618999561,-10.26,95,106,2.7079898203596797,0.011140966005325858,-20.86,35.4,0.380638245,1269
YDL151C,,NaN,NaN,NaN,,,NaN,NaN,NaN,582
YDL152W,,NaN,NaN,NaN,,,NaN,NaN,NaN,366
YDL153C,0.18634166056746404,-15.29,106,32,2.9096695402122186,0.012801521275504756,-0.77,33.3,0.437977324,1833
YDL154W,,NaN,NaN,NaN,2.0359536331827406,-1.5144211702021804,NaN,,0.343067751,2706
YDL155W,-0.07199242375624904,-13.99,131,149,2.698238805019729,-0.34256474763541184,-25.18,,0.329072807,1284
YDL156W,0.574482486281628,-270.16,988,94,2.319336793551024,-0.12720022608049084,-16.08,39.7,0.346234977,1569
YDL157C,-0.13631753930187102,-45.74,205,35,2.2804711413848495,0.33809482098022803,-7.37,28,0.424032061,357
YDL158C,,0.0,6,449,,,-135.3,NaN,NaN,309
YDL159C-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,177
YDL159W,-0.20770049257109402,-18.21,140,46,2.3056278661329253,0.027975514234545473,-7.65,,0.331637251,1548
YDL159W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,132
YDL160C,0.19023030895869503,-64.3,442,265,2.601336038905708,0.7162722064604432,-34.99,,0.404475456,1521
YDL160C-A,-0.1356737154613688,-46.61,219,28,1.686385016464954,0.18510827106632793,-3.7,31.4,0.324558292,243
YDL161W,0.052240453745959,-22.33,124,16,2.6849564010838405,0.23337258949630818,0.0,36.7,0.385660476,1365
YDL162C,,NaN,NaN,NaN,,,NaN,NaN,NaN,357
YDL163W,,NaN,NaN,NaN,,,NaN,NaN,NaN,303
YDL164C,0.1196224591651118,-19.33,162,29,2.6299899524616257,0.018530568586383075,-1.51,18.4,0.377649786,2268
YDL165W,-0.14685106541919796,-3.22,45,39,2.181866987042976,0.37884561538734474,-3.3,28.2,0.336543362,576
YDL166C,-0.148001498723732,-11.03,86,54,2.4614241935895764,0.0590085421150219,-6.58,32.2,0.37808081,594
YDL167C,0.5942594225441391,-23.14,148,56,2.9419259724909215,-0.15458682434271623,-9.17,29.3,0.33421167,2160
YDL168W,0.06935096475791899,-12.91,97,56,2.7058491719583304,0.3060677509207449,-3.78,32.3,0.425230204,1161
YDL169C,,-7.21,73,26,,,-1.32,NaN,NaN,672
YDL170W,-0.0711892897581705,-19.4,131,15,2.6681453303944123,-0.2924519451739605,0.0,50.2,0.336200431,1587
YDL171C,-0.11300052493617196,NaN,NaN,NaN,3.5070501616696856,0.29754562324435624,NaN,28,,6438
YDL172C,,NaN,NaN,NaN,,,NaN,NaN,NaN,480
YDL173W,-0.142263994505201,NaN,NaN,NaN,2.6092430602241814,0.2058807746347203,NaN,28.1,0.396459981,888
YDL174C,0.149599464036815,-5.78,92,28,2.888890201567774,-0.07251053033700912,-3.37,32.4,0.406880447,1764
YDL175C,0.0721883697705917,-38.85,218,27,2.261451111590826,0.1940352783273873,-0.72,39.5,0.304882751,1035
YDL176W,-0.295543761591465,-23.15,115,163,2.504998193282879,-0.5845946420086384,-21.48,42.4,0.300001963,2127
YDL177C,-0.24267469539602093,-7.97,90,64,1.9811910262796757,-0.2698252204429354,-10.75,,0.361914019,513
YDL178W,-0.02751690693162201,-16.77,103,25,2.7353649927553767,0.10320633158119308,-2.86,25.2,0.395890149,1593
YDL179W,0.674669706778018,-13.56,152,87,2.221265163850218,-0.16167719540606307,-10.85,39.7,0.338187926,915
YDL180W,-0.054911797281587196,-5.15,44,132,2.5023320623585783,-0.38952108718322437,-10.59,31.3,0.309053577,1644
YDL181W,,-15.62,116,74,1.122608948945613,0.6276407544080388,-9.11,NaN,NaN,258
YDL182W,0.08710730362424489,-7.12,88,31,2.947518896594456,0.21737032910958726,-5.92,,0.452657488,1287
YDL183C,-0.11440526107018849,-12.03,74,74,1.735720954346886,-0.38454920150535854,-7.76,41.1,0.302911606,963
YDL184C,,-42.58,218,22,,,-3.72,,0.515052383,78
YDL185C-A,,NaN,NaN,NaN,,,NaN,,0.291987962,228
YDL185W,0.06451168332999999,-25.15,125,103,3.654516797468761,0.4620757167103015,-15.4,21.7,0.457140888,3216
YDL186W,,NaN,NaN,NaN,,,NaN,NaN,NaN,834
YDL187C,,-29.23,151,631,,,-200.75,NaN,NaN,330
YDL188C,-0.245689419288306,-2.63,127,164,2.453205560629584,0.0744122999583153,-28.01,,0.355434593,1134
YDL189W,-0.467614414201125,-12.28,94,91,2.60720077435305,-0.06048540820265609,-13.19,31.9,0.313101266,1374
YDL190C,-0.0801570658574503,-38.62,208,193,2.7414839073700037,0.05282663220868889,-34.68,31,0.382404111,2886
YDL191W,-0.360877429582175,-9.1,99,31,2.3395429214355934,0.463732753942286,-3.58,,0.640171197,363
YDL192W,-0.311926450210263,-19.74,154,43,3.3089315012767258,0.21448178585789848,-2.08,24.9,0.502653606,546
YDL193W,0.1346451861433181,-32.46,192,81,2.4286835917184875,0.05028821040972693,-8.16,,0.412514185,1128
YDL194W,-0.6078337541961181,NaN,NaN,NaN,2.201213479439855,-0.4646455599018607,NaN,NaN,NaN,2655
YDL195W,0.36368870134105163,-14.67,130,119,3.2826384074509245,0.42802209439659966,-20.31,29.6,0.396075903,3822
YDL196W,,NaN,NaN,NaN,,,NaN,NaN,NaN,330
YDL197C,0.22588690551184232,-20.37,94,68,2.3687563271170125,-0.540644637428046,-13.68,37,0.318207299,1578
YDL198C,-0.340536070963303,-16.27,122,40,3.086974904437322,0.24366303874435755,-2.02,39.5,0.400465336,903
YDL199C,0.23175152886546502,-7.13,84,55,1.777844361948562,-0.3495374505474469,-6.79,NaN,NaN,2064
YDL200C,-0.771758340149215,-8.79,72,26,1.8000158625226852,0.10922197170588122,-2.39,32.3,0.359076869,567
YDL201W,-0.033360508757510954,-4.92,77,59,2.505363857271865,0.23761711255108905,-6.93,33.3,0.407554211,861
YDL202W,-0.250356537689709,-14.43,129,53,2.216218696311672,0.1369051065907817,-7.37,34.8,0.352287836,750
YDL203C,-0.6804088495841184,-36.89,179,185,2.582320286861674,-0.12465693987384249,-44.99,33.4,0.327649231,1872
YDL204W,,-31.73,179,437,1.9631308445895974,-1.450824395907671,-120.23,,0.392221962,1182
YDL205C,0.1074933841343581,-12.74,218,184,2.6229991744024597,0.06519270907331352,-41.36,42,0.392649656,984
YDL206W,-0.599667882302739,0.0,39,149,2.0931318605618254,-0.5581005108395336,-18.36,34.3,0.323536528,2289
YDL207W,0.1431433810305811,-4.45,74,31,2.6377093117378374,-0.276137088481554,-3.78,35.9,0.358797144,1617
YDL208W,-0.350527864082797,-11.79,127,37,2.905617196886709,0.2792963343147137,-1.24,33.8,0.526913152,471
YDL209C,-0.06645839703567501,-29.64,196,26,2.222885362073662,-0.257178115350478,-1.49,42.8,0.314594699,1020
YDL210W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1716
YDL211C,-0.23777909399914599,-30.59,155,79,1.9656322563661714,-0.23309357002987063,-18.44,11,0.310412617,1119
YDL212W,-0.3101407297907801,-29.41,156,39,2.757117518268427,0.07733541959883479,-1.43,31.6,0.413752956,633
YDL213C,-0.31635141969574,-3.58,73,19,2.628352674995342,0.1819616483882777,0.0,29.7,0.437649514,678
YDL214C,,-17.95,111,167,,,-29.12,NaN,NaN,2100
YDL215C,0.9374823104255565,-17.96,154,123,2.796270957449864,-0.21305578818236837,-15.01,39.2,0.402464834,3279
YDL216C,0.57434451269142,-25.72,129,10,2.0244717231593623,-0.24897685910618464,0.0,41.4,0.306190331,1323
YDL217C,0.023697143879612304,-15.98,121,172,2.2956099069552227,-0.015829331650402297,-34.56,32.2,0.326204016,624
YDL218W,,-26.05,229,352,,,-93.6,NaN,NaN,954
YDL219W,-0.219031707346537,-9.15,80,31,2.173997489363726,0.32183408796833535,-4.05,30.6,0.39695403,453
YDL220C,-0.24886307706327299,-94.87,356,20,2.411041524613191,-0.3339585905926871,-0.9,32.1,0.311436654,2775
YDL221W,,-218.56,625,855,,,-266.76,NaN,NaN,552
YDL222C,,-60.36,410,908,,,-269.8,NaN,NaN,930
YDL223C,0.003878941604122055,NaN,NaN,NaN,2.1297670716450683,-0.6400231419123835,NaN,NaN,NaN,3141
YDL224C,-0.36635215078798206,-15.65,146,373,2.8319560389640057,0.037064458045320464,-91.7,31.7,0.321492215,1950
YDL225W,0.31999424429083967,-15.58,106,50,2.6573121545373874,0.2956165705644515,-4.43,30.3,0.415758572,1656
YDL226C,-0.0439843601931994,-35.36,220,23,2.901429763280555,0.30270778054670955,-0.57,28.2,0.344456911,1059
YDL227C,0.42088584368992393,NaN,NaN,NaN,2.902319869869938,0.12673905753483142,NaN,37.6,0.330516569,1761
YDL228C,,NaN,NaN,NaN,,,NaN,NaN,NaN,642
YDL229W,-0.02478830606318605,-11.15,102,30,3.761159531235495,0.40736200655936755,-1.44,,0.634286727,1842
YDL230W,0.12754337045047,-0.8,42,26,2.130591497295567,-0.0613415761604605,-2.76,35.1,0.344207762,1008
YDL231C,,NaN,NaN,NaN,2.7924655327016827,-1.4103226528633819,NaN,48.5,0.340485995,3378
YDL232W,,-41.98,258,19,1.132517725300282,0.3837326602144778,0.0,,0.507099212,111
YDL233W,-0.0422002706941627,-33.56,172,22,2.312080714473414,-0.11449112361286783,-1.12,NaN,NaN,1377
YDL234C,0.5498971100589719,-6.38,69,137,2.475764906598175,-0.1801240283776239,-22.04,38.6,0.359108578,2241
YDL235C,-0.2624813778555394,-20.39,143,114,2.279902727324218,0.3106099489651503,-22.64,32.3,0.4025834,504
YDL236W,0.15022468448117,-28.12,146,37,2.8106755623967428,0.18137325413075503,-4.18,31.8,0.400815142,939
YDL237W,-0.054258139598866995,-51.12,183,32,2.4883303340867724,-0.12779168942207778,-1.49,32.6,0.356948496,1173
YDL238C,0.791851200494927,-16.45,70,28,1.8977815262251752,-0.4226131682060162,-5.76,NaN,NaN,1470
YDL239C,,NaN,NaN,NaN,2.0251403501504743,-1.6049091492204095,NaN,,0.345199181,2373
YDL240C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,138
YDL240W,0.06447160459671097,-38.45,239,178,2.592524304462168,-0.2697195076515883,-31.35,33.8,0.346655956,3054
YDL241W,-0.11934807895365401,-52.5,249,66,2.0878650785754576,0.18856941237799252,-6.98,39,0.30744381,372
